Data,Judet,UAT,Metoda de interventie,Sex,Detalii referitoare la eveniment,Echipa de interventie,FC,Judet_relocare,lat,long,event_type,status_log,Nr_raport,Nr_identificare
2021-11-06,Suceava,BROŞTENI,Împușcare,Mascul,"Exemplarul de urs a fost identificat într-o gospodărie  din intravilanul satului Lungeni, oraș Broșteni, lângă  adăpostul cu animale ( vaci, porci, oi, capre), unde a ucis și consumat un exemplar ovină. S-a procedat la alungarea acestuia prin semnale acustice și luminoase, procedură fără rezultat, ursul devenind agresiv față de membrii  echipei de intervenție. A fost luată decizia recoltării exemplarului de urs prin împușcare.",Primar U.A.T. Broșteni                                   Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic -  F.C. Nr.1 Pinu (O.S.Broșteni)                              Personal Poliția Broșteni,PINU 1,,47.239192034,25.6979187605,alungare,stereo70,,
,Suceava,BROŞTENI,Împușcare,Mascul,"Exemplarul de urs a fost identificat într-o gospodărie  din intravilanul satului Lungeni, oraș Broșteni, lângă  adăpostul cu animale ( vaci, porci, oi, capre), unde a ucis și consumat un exemplar ovină. S-a procedat la alungarea acestuia prin semnale acustice și luminoase, procedură fără rezultat, ursul devenind agresiv față de membrii  echipei de intervenție. A fost luată decizia recoltării exemplarului de urs prin împușcare.",Primar U.A.T. Broșteni                                   Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic -  F.C. Nr.1 Pinu (O.S.Broșteni)                              Personal Poliția Broșteni,PINU 1,,47.239192034,25.6979187605,impuscare,stereo70,,
2021-10-28,Suceava,BROŞTENI,Împușcare,Femela,"În data de 28 octombrie pe numărul de urgență 112 s-a anunțat faptul că un urs a pătruns în curtea locuinței a două persoane, în intravilan, provocând stricăciuni asupra unor stupi de albine. A fost întrunită comisia conf. O.U.G. 81/2021. Inițial exemplarul de urs a fost alungat, dar după aproximativ 10 min. acesta a revenit. S-a încercat din nou alungarea acestuia, dar nu a mai reacționat, dimpotrivă s-a apropiat mai mult de echipa de intervenție, a devenit agresiv încercând să atace , drept pentru care a fost luată decizia  intervenției prin împușcare.",Viceprimar U.A.T. Broșteni                                                  Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic  F.C. Nr.1 Pinu (O.S.Broșteni),,,47.239192034,25.6979187605,alungare,,,
,Suceava,BROŞTENI,Împușcare,Femela,"În data de 28 octombrie pe numărul de urgență 112 s-a anunțat faptul că un urs a pătruns în curtea locuinței a două persoane, în intravilan, provocând stricăciuni asupra unor stupi de albine. A fost întrunită comisia conf. O.U.G. 81/2021. Inițial exemplarul de urs a fost alungat, dar după aproximativ 10 min. acesta a revenit. S-a încercat din nou alungarea acestuia, dar nu a mai reacționat, dimpotrivă s-a apropiat mai mult de echipa de intervenție, a devenit agresiv încercând să atace , drept pentru care a fost luată decizia  intervenției prin împușcare.",Viceprimar U.A.T. Broșteni                                                  Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic  F.C. Nr.1 Pinu (O.S.Broșteni),PINU 1,,47.239192034,25.6979187605,impuscare,stereo70,,
2021-11-08,Prahova,COMARNIC,Alungat,Mascul,"Alungare prin metode sonore si cu fascicule luminoase, ursul se afla pe o strada in intravilan","Primar, reprez. UM 0756, medic veterinar, paznici vanat. AVPS Campina",COMARNIC 24,,45.2383350316,25.6373944624,alungare,stereo70,13311/08.11.2021,
2021-11-10,Prahova,BUŞTENI,Alungat,,alungare cu semnale acustice si luminoase ale autospecialei jandarmeriei,"viceprimar, reprezentant unitate jandarmi, gestionar FC, medic veterinar",SINAIA 25,,45.417949467,25.5387135535,alungare,stereo70,15069/10.11.2021,
,Bistrita-Nasaud,GALAŢII BISTRIŢEI,Alungat,,"A fost luată măsura alungării ursului din zonă prin folosirea de semnale acustice și luminoase. La sosirea echipei de intervenție ursul nu a mai fost observat. Au fost produse pagube materiale, respectiv trei ovine au fost ucise și una rănită.","Plutonier adjunct IJJ BN, Secretar Primăria Galații Bistriței, Medic veterinar, Personal Tehnic AVPS  Vulpea Herina",ALBESTI 31,,46.9917747652,24.4230508432,alungare,,,
2021-11-12,Brașov,BRAŞOV,Alungat,Femela cu pui,"Aparitia unei ursoaice cu doi pui in capatul strazii Gladiolelor(cart.Noua), care a fost alungata.Ursoaica prezinta dizabilitate avand o problema la membrul anterior drept.","Reprezentant U.A.T.Brasov, Personal tehnic gestionar, Medic Veterinar",TIMIS 18,,45.615594,25.628760,alungare,,121554/12.11.2021,
2021-11-12,Brașov,BRAŞOV,Relocat,Femela cu pui,"Având în vedere revenirea în același loc a ursoaicei cu doi pui, s-a procedat la capturarea celor trei exemplare de urs brun, urmată de tranchilizare și relocare","Reprezentant U.A.T.Brașov, Reprezentant Jandarmerie, Personal tehnic gestionar, Medic veterinar",,,45.593448,25.385422,relocare,,121560,Microcipuri: 642090003656877(femela); 642090003656878 (pui); 642090003656870 (pui).
,Harghita,SÂNDOMINIC,Alungat,,"La data ade 10.11.2021 orele 20.27 ursul a fost alungat din curtea unui imobil din Sandominic, zona Banos","Primarul si viceprimarul comunei, reprezentant gestionar f.c. , jandarmeria",BALAN 15,,46.603250,25.803690,alungare,,FN,
2021-11-17,Prahova,BUŞTENI,Alungat,,"Alungareîn zona impadurita a 4 exemplare tineret, folosindu-se mijloace luminoase si acustice","Primar, reprez. jandarmerie, medic veterinar, paznici vanat. AVPS Hubertus Feleacu",SINAIA 25,,45.417949467,25.5387135535,alungare,stereo70,15392/17.11.2021,
2021-11-15,Argeș,LEREŞTI,Alungat,Mascul,"Echipa de interventie a gasit gardul rupt si o oaie lipsa. Au fost identificate urme de urs, dar acesta nu a fost vazut.","jandarmerie, gestionar fond cinegetic, primarie",RAUL TARGULUI 18,,45.338670,25.062280,alungare,,1561627 din 15.11.2021,
2021-11-16,Brașov,PREDEAL,Alungat,Femela cu pui,"In urma unui apel la 112 (ora 18,46) a fost raportată prezența unei ursoice cu 3 pui la blocurile ANL din Predeal. La deplasarea în teren  nu au fost observate animale. Echipa a rămas în zonă aproximativ 4 ore","Reprezentant UAT Predeal, reprezentant IJJ Brasov, reprezentant Garda Forestieră Brașov, medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,16229/16.11.2021,
2021-11-15,Brașov,PREDEAL,Alungat,Femela cu pui,"Apel la 112 (ora 21,24), ursoaica cu 3 pui pe str.Poiana Narciselor, loc.Predeal, a fost direcționat echipajul de poliție Predeal care a alungat exemplarele de urs în pădure. Ursoaica cu cei 3 pui și-a făcut apariția din nou, fiind alungată după decizia echipei de intervenție , într-o zonă îndepărtată.","Reprezentant UAT Predeal, Reprezentant Inspectoratul Judetean de Jandarmi Brasov, medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,16152/15.11.2021,
2021-11-15,Brașov,PREDEAL,Alungat,Femela cu pui,"Apel la 112,  ora 18,41, ursoaica cu trei pui pe strada Poiana Narciselor, loc.Predeal, zona ANL. animalele salbatice au fost alungate  de echipa de interventie de mai multe ori in zona indepartata.","Reprezentant UAT Predeal, Reprezentant IJJ Brasov, Reprezentant Garda Forestiera Brasov, Medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,16154/15.11.2021,
2021-11-09,Brașov,PREDEAL,Alungat,Femela cu pui,"Apel la 112, la ora 13,07, ursoaica cu trei pui pe str.Poiana Narciselor, loc.Predeal, zona ANL. Animalele au fost alungate de echipa de intervenție de mai multe ori in zona impadurita.","Reprezentant UAT Predeal, Reprezentant IJJ Brasov, reprezentant Garda Forestiera Brasov, Medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,15939/09.11.2021,
2021-11-19,Prahova,CERAŞU,Alungat,Femela,"Ursul are colar GPS, alungare prin diverse mijloace acustice si luminoase","reprez UAT, reprez. jandarmi, reprez gestionar FC, medic veterinar",CAZACU 34,,45.3252212089,26.0413001441,alungare,stereo70,2287/19.11.2021,
2021-11-20,Prahova,MĂNECIU,Alungat,Femela,"Urs observat in intravilan foarte des, alungat cu mijloace acustice","reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,45.3140383341,25.9926095874,alungare,stereo70,2288/20.11.2021,
2021-11-20,Prahova,MĂNECIU,Alungat,Femela,"Urs observat in intravilan foarte des, alungat cu mijloace acustice si luminoase","reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,45.3140383341,25.9926095874,alungare,stereo70,2289/20.11.2021,
2021-11-21,Prahova,IZVOARELE,Alungat,Femela,Observat pe DN1A,"reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,45.2811824973,26.0106200278,alungare,stereo70,2290/21.11.2021,
2021-11-08,Neamț,,Relocat,Mascul,"Urs prins in gard de sarma, tranchilizat si eliberat",Plt.adj.Gociu Lucian Plt.maj. Ungureanu Marius Primar Tifui Bogdan personal tehnic Tofan Stefan medic vet. Lalau Gheorghe medic vet Pauseru Mircea,GALU 20,,,,alungare,,7380/08.11.2021,
,Neamț,,Relocat,Mascul,"Urs prins in gard de sarma, tranchilizat si eliberat",Plt.adj.Gociu Lucian Plt.maj. Ungureanu Marius Primar Tifui Bogdan personal tehnic Tofan Stefan medic vet. Lalau Gheorghe medic vet Pauseru Mircea,GALU 20,,,,relocare,,,microcip 642090001870562
2021-09-08,Mureș,SOVATA,Alungat,,"Urs tanar a creat panica in randul turistilor din statiunea Sovata, jud. Mures. Exemplarul a fost alungta.","Primar, personalul structurii de jandarmi, reprezentant asociatia de vanatoare",SEBES 43,,46.363450,25.507400,alungare,,12268/08.09.2021,
2021-10-13,Mureș,SOVATA,Relocat,Mascul,"Urs tranchilizat si relocat din statiunea Sovata , jud Mures in Borsec , jud Harghita, FC 6 Borsec, Asociatia Clubul de Vanatoare si Pescuit Sportiv  Fagetel-Mortonca","Primar, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare, medic veterinar",SEBES 43,,46.603641,25.081193,relocare,,14197/14.10.2021,
2021-10-21,Mureș,SOVATA,Alungat,,Ursoaica cu 2 pui alungat din  statiunea Sovata care a creat panica in randul locuitorilor din zona.,"Primar, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare",SEBES 43,,46.605649,25.084330,alungare,,14580/21.10.2021,
2021-11-14,Mureș,SOVATA,Relocat,Femela cu pui,"Ursoaica cu pui tranchilizat si relocat din statiunea Sovata, jud Mures la Borsec, jud Harghita FC  6 Borsec, Asociaţia Clubul de Vânătoare si Pescuit Sportiv Fagetel-Mortoncat","Primar, personalul structurii de jandarmi, reperzenatnt asociatia de vanatoare, medic veterinar",SEBES 43,,46.605649,25.084330,relocare,,15785/15.11.2021,
2021-11-23,Brașov,PREDEAL,Alungat,Femela cu pui,"Indepartare femela cu 2 pui de pe strada Eroilor din Predeal, in urma apelului la 112","Reprezentant Jandarmerie, Reprezentant Primaria Predeal, Medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,16608/23.11.2021,
2021-09-02,Mureș,SOLOVĂSTRU,Alungat,Mascul,"Urs mascul alungat din intravilanul loc. Jabenita, com Solovastru, jud Mures.","Primar, viceprimar, reprezentanti jandarmerie, reprezentant asociatia de vanatoare",CASVA 39,,46.784203,24.792995,alungare,,4263/02.09.2021,
2021-11-23,Prahova,BUŞTENI,Alungat,Femela cu pui,"Femela cu pui, agresiva, ataca omul in zona locuita, alungare prin metode sonore si cu fascicule luminoase in zona impadurita","Primar, reprez. jandarmerie, medic veterinar, paznici vanat. AVPS Hubertus Feleacu",SINAIA 25,,45.417949467,25.5387135535,alungare,stereo70,15695/23.11.2021,
2021-11-22,Prahova,DRAJNA,Alungat,Femela,Observat in intravilan,"reprezentant UAT, paznic vanat. AJVPS Prahova, medic veterinar",CAZACU 34,,45.2570934807,26.0738790189,alungare,stereo70,2294/22.11.2021,
2021-11-26,Brașov,BRAŞOV,Alungat,Femela cu pui,"În urma patrulării s-au observat în zona Tâmpa Residence, patru exemplare de urs brun (femelă cu trei pui). S-a procedat la alungarea exemplarelor folosind semnale acustice și luminoase cf.OUG 81/2021","Reprezentant U.A.T. Brașov, reprezentant gestionar fond cinegetic",TIMIS 18,,45.629881,25.592202,alungare,,127500/26.11.2021,
2021-11-26,Brașov,PREDEAL,Alungat,Femela cu pui,A fost apelata la 112 prezenta ursoaicei cu pui in zona blocurilor ANL din orasul Predel. UAT Predeal a procedat la constituirea comisiei de interventie in conformitate cu prevederie OUG 81/2021 si s-a stabilit modul de interventie (alungare). Echipa de interventie  s-a deplasat in teren si a observat animalele.Echipa de interventie a ramas in zona aproximativ 2 ore si 30 minute. Exemplarele de urs nu au mai revenit din zona impadurita unde au fost alungate.,"Reprezentant UAT Predeal, reprezentant IJJ Brasov, reprezentant gestionar GFC, medic veterinar",TIMIS 18,,45.5056761258,25.5757485128,alungare,,16895/26.11.2021?,
,Harghita,SÂNDOMINIC,Alungat,,In data de 06.11.2021 orele 01.27 viceprimarul comunei a fost anuntat telefonic despre prezenta unui ur in gospodaria sub adresa nr. 1109. Ursul a fost alungat de catre personal AVPS si jandarmerie.,"Primarul si viceprimarul comunei, reprezentant AVPS Miercurea Ciuc.",BALAN 15,,46.603900,25.803900,alungare,,5971,
,Harghita,BĂLAN,Alungat,Mascul,La ora 22.46 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 16 Ursul a fost alungat dar a mai revenit in alte locatii din oras.,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar.",BALAN 15,,46.660540,25.802200,alungare,,FN,
,Bistrita-Nasaud,MĂRIŞELU,Alungat,Mascul,"Acțiunea a avut loc în localitatea Jeica, nr. 136. S-a luat măsura alungării ursului din zonă. În momentul sosirii echipei intervenției ursul nu a mai fost la fața locului. S-au constatat pagube - respectiv au fost distruse 8 familii de albine.","Viceprimar comuna Mărișelu, Plt. adj. șef - IJJ B-N, Reprezentant gestionar",TEACA 30,,47.011307157,24.5087457602,alungare,,,
2021-12-06,Prahova,SINAIA,Alungat,Femela cu pui,"Animalul a atacat 2 persoane straine in zona Peles, s-au folosit semnale acustice si luminoase pt indepartare in zona impadurita","primar, jandarmi, reprez. gestionar FC, medic veterinar",SINAIA 25,,45.3484210301,25.5493709847,alungare,stereo70,20199/06.12.2021,
2021-12-06,Prahova,SINAIA,Alungat,Femela cu pui,"Animalele au aparut pe strada Opler, au fost alungate cu mijloace acustice si luminoase","primar, jandarmi, reprez gestionar FC, medic veterinar",SINAIA 25,,45.3484210301,25.5493709847,alungare,stereo70,20199/06.12.2021,
2021-12-06,Prahova,SINAIA,Alungat,Femela cu pui,"Animalele au aparut in zona Carmen Sylva-Manastirea Sinaia, au fost alungate cu mijloace acustice si luminoase in zona impadurita","primar, jandarmi, reprez gestionar FC, medic veterinar",SINAIA 25,,45.3484210301,25.5493709847,alungare,stereo70,20199/06.12.2021,
,Harghita,BĂLAN,Alungat,Femela cu pui,La ora 19.47 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu 2 pui a fost alungata.,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, rerezentantul politiei.",BALAN 15,,46.661450,25.801420,alungare,,FN,
,Harghita,BĂLAN,Alungat,Femela cu pui,La ora 4.15 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu doi pui a fost alungata.,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar, reprezentantul politiei.",BALAN 15,,46.661390,25.801360,alungare,,FN,
,Harghita,BĂLAN,Alungat,Femela cu pui,La ora 22.14 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu 2 pui a fost alungata.,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar, jandarmeria.",BALAN 15,,46.661580,25.801110,alungare,,FN,
,Harghita,BĂLAN,Alungat,Mascul,La ora 22.14 echipa de interventie a fost chemat la statia de autobuz din localitate unde a fost raportata prezenta unui urs mascul agresiv. Animalul a fost alungat cu ajutorul echipajului jandarmeriei.,"Primarul orasului, reprezentantul AVPS Miercurea Ciuc",BALAN 15,,46.644990,25.817420,alungare,,FN,
2021-09-29,Mureș,BEICA DE JOS,Alungat,,"Exemplar de urs in intravilanul localitatii Nadasa, com. Beica de Jos, jud. Mures, . Exemplarul se afla  pa un pom fructifer aflat in gospodaria  omului.","Primar, Reprezentant asociatie de vanatoare",GORNESTI 21,,46.699637,24.814773,alungare,,3972/29.09.2021,
,Harghita,VOŞLĂBENI,Alungat,Femela cu pui,"Ursoaica cu pui a fost alungata din gospodaria din Voslabeni nr. 390 cu ajutorul petardelor. Mai tarziu a revenit si a produs pagube, a ucis 8 galinacee la o gospadarie din localitate.","Personalul jandarmeriei, paznicul de vanatoare",VOSLOBENI 14,,46.645090,25.620130,alungare,,FN,
2021-12-13,Harghita,VOŞLĂBENI,Relocat,Mascul,"Exemplarul de urs tanar de apr. 2 ani a fost capturat si tranchilizat in zona centrala a comunei, in apropierea scolii. A fost relocat pe un alt fond cinegetic apartinand gestionarului.","Primarul comunei, personalul jandarmeriei, a gestionarului fc. si medic veterinar.",VOSLOBENI 14,,46.646010,25.619530,relocare,,FN,RO3577706506
2021-09-29,Mureș,BEICA DE JOS,Alungat,,"Urs aflat la limita intravilanului loc. Serbeni, com Beica de Jos, jud Mures","Reprezentant primarie, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare",GORNESTI 21,,46.720705,24.865991,alungare,,3973/29.09.2021,
2021-09-30,Mureș,BEICA DE JOS,Alungat,,"Urs aflat in intravilanul localiatii Nadasa, com Beica de Jos, jud Mures","Reprezentant primarie, reprezentant asociatie de vanatoare",GORNESTI 21,,46.699616,24.814972,alungare,,3974/30.09.2021,
2021-12-13,Prahova,COMARNIC,Alungat,Mascul,Alungare prin metode sonore si cu fascicule luminoase,"Primar, reprez. UM 0756, paznici vanat. AVPS Campina",COMARNIC 24,,45.2383350316,25.6373944624,alungare,stereo70,14722/13.12.2021,
2021-08-19,Suceava,BROŞTENI,Relocat,Femela,"În urma apelului la nr. de urgență 112 s-a constatat că un exemplar de urs era prins într-o capcană neautorizată. S-a procedat la izolarea zonei după care s-a luat decizia tranchilizării și relocării. Exemplarul de urs a fost relocat în cuprinsul F.C. nr.1 Pinu, departe de locuințe","Reprezentant U.A.T. Broșteni, Personal Jandarmeria Broșteni, Personal tehnic Gestionar F.C. D.S. Suceava, Medic veterinar împuternicit U.A.T. Broșteni",PINU 1,,47.234448,25.729735,relocare,,,
2021-12-15,Mureș,CEUAŞU DE CÂMPIE,Alungat,,"Urs aflat in intravilanul comunei Ceuasu de Campie, jud Mures","Reprezentant primarie, reprezentant asociatia de vanatoare",VOINIVCENI 16,,46.641136,24.515989,alungare,,9297/15.12.2021,
2021-12-21,Prahova,SINAIA,Alungat,Femela cu pui,alungare cu semnale acustice si luminoase in zona impadurita,"viceprimar, medic vet, reprez UM 0756, reprez gestionar fond cinegetic",SINAIA 25,,45.3484210301,25.5493709847,alungare,stereo70,38732/21.12.2021,
2022-02-03,Prahova,SINAIA,Alungat,Femela cu pui,"Ursoaica cu un pui in zona Peles-Opler-Bdul Ferdinand; s-a incercat relocare, dar, din cauza intunericului nu s-a mai putut face,  a fost alungata in padure","reprezentant jandarmi, viceprimar, reprezentant fond cinegetic, medic veterinar",SINAIA 25,,45.3484210301,25.5493709847,alungare,stereo70,3268/03.02.2022,
2022-02-12,Brașov,PREDEAL,Alungat,Femela cu pui,"In data de 11.02.2022, orele 19, în urma unui apel la 112 privind apariția unui exemplar de urs în zona str.Libertății (Hotel Eden), s-a constituit echipa de intervenție. În urma patrulărilor efectuate s-a constatat că în zona străzilor Postăvarul și Nicolae Bălcescu și-a făcut apariția o ursoaică cu doi pui, care a fost îndepărtată în zona împădurită.","Reprezentant UAT Predeal, reprezentant Jandarmerie-Detașamentul 6 Predeal, reprezentant gestionar faună sălbatică, medic veterinar",TIMIS 18,,45.510581,25.591665,alungare,,2706/12.02.2022,
